Symbol,Period,Total Asset,TotalLiabilities('000 Baht),Paid-upCap('000 Baht),Equity('000 Baht),Revenue('000 Baht),Expenses('000 Baht),EBITDA('000 Baht),EBIT('000 Baht),Net Profit('000 Baht),EPS**(Baht),Operating Cash Flow('000 Baht),Investing Cash Flow('000 Baht),Financing Cash Flow('000 Baht),Net Cash Flow('000 Baht),Return onEquity+(%),Return onAsset+(%),Gross ProfitMargin(%),Net ProfitMargin(%),EBIT Margin(%),D/E(Times),Int. Coverage(Times),Current Ratio(Times),Quick Ratio(Times),FixedAssetTurnover+(Times),TotalAssetTurnover+(Times),Inventory Turnover+(Times),Average Sale Period+(Days),Accounts Receivable Turnover+(Times),Average Collection Period+(Days),Account Payable Turnover+(Times),Average Payment Period+(Days),Cash Cycle+(Days),Equity Multiplier,Period
CRD,2018,906851.85,421175.61,250000.00,485676.24,1267452.27,1223276.99,59973.90,44175.27,30017.58,0.06,-4468.07,762.75,-23043.83,-26749.14,6.24,4.59,7.58,2.37,3.49,0.87,9.68,1.57,0.57,8.17,1.32,22.13,16.49,5.19,70.30,4.61,79.16,7.64,1.87,2018
CRD,2017,1018793.41,542769.11,250000.00,476024.30,1381723.11,1318862.14,81103.24,62860.97,43913.80,0.11,-48012.14,-55461.01,150418.25,46945.09,12.49,7.54,8.34,3.18,4.55,1.14,9.37,1.50,0.73,8.92,1.66,31.30,11.66,5.12,71.32,5.28,69.07,13.91,2.14,2017
Estar,Q1/2015,6826207.00,2172116.00,5022246.00,4533660.00,138991.00,154437.00,-7321.00,-15446.00,-15499.00,0.00,-147010.00,153860.00,25000.00,31850.00,5.20,4.46,29.19,-11.15,-11.11,0.48,-91.40,2.03,0.05,1.43,0.21,0.23,1578.88,187.18,1.95,10.21,35.73,1545.09,1.51,2015Q1
Estar,Q2/2015,7107301.00,2629947.00,5022246.00,4357678.00,99811.00,125197.00,-17544.00,-25386.00,-25357.00,-0.01,-314492.00,-8681.00,322563.00,-610.00,4.20,3.45,29.47,-25.41,-25.43,0.60,-28.52,1.77,0.09,1.20,0.17,0.17,2105.74,137.39,2.66,15.23,23.96,2084.43,1.63,2015Q2
Estar,Q3/2015,6943756.00,2474918.00,5022246.00,4349743.00,255250.00,263648.00,-509.00,-8398.00,-8522.00,0.00,-330820.00,144639.00,202322.00,16141.00,2.94,2.45,22.31,-3.34,-3.29,0.57,-8.62,1.75,0.04,2.69,0.15,0.16,2273.37,155.55,2.35,12.54,29.12,2246.60,1.60,2015Q3
Estar,Q4/2015,6260329.00,1608123.00,5022246.00,4533262.00,1263997.00,1041202.00,230409.00,222795.00,182115.00,0.04,363556.00,128094.00,-475671.00,15979.00,2.92,2.66,23.97,14.41,17.63,0.35,2062.92,2.30,0.07,4.62,0.27,0.37,979.40,264.71,1.38,10.62,34.36,946.42,1.38,2015Q4
Estar,Q1/2016,5996276.00,1268349.00,5022246.00,4608737.00,644815.00,542090.00,109046.00,102725.00,75475.00,0.02,260418.00,15536.00,-259128.00,16826.00,4.89,4.55,28.56,11.70,15.93,0.28,14.28,3.12,0.10,2.46,0.35,0.48,755.12,341.01,1.07,17.92,20.37,735.82,1.30,2016Q1
Estar,Q2/2016,5722225.00,1002090.00,5022246.00,4601819.00,739383.00,589724.00,155856.00,149659.00,118609.00,0.02,584514.00,9660.00,-549294.00,44880.00,8.21,7.28,31.77,16.04,20.24,0.22,120.50,3.34,0.15,1.96,0.45,0.62,585.73,436.15,0.84,27.68,13.19,573.38,1.24,2016Q2
Estar,Q3/2016,5699448.00,994129.00,5022246.00,4588320.00,303353.00,309879.00,-689.00,-6526.00,-13499.00,0.00,486846.00,4473.00,-470381.00,20938.00,8.12,7.41,30.50,-4.45,-2.15,0.22,-52.21,3.32,0.12,7.95,0.47,0.62,586.25,505.55,0.72,27.49,13.28,573.70,1.24,2016Q3
Estar,Q4/2016,5791064.49,1064210.20,5022246.19,4610229.73,280084.41,255195.46,31239.61,24888.95,21909.67,0.00,449456.13,-35544.90,-399384.82,14526.42,4.43,4.49,29.46,7.82,8.89,0.23,-50793.78,3.17,0.14,5.33,0.33,0.44,820.38,242.47,1.51,16.19,22.54,799.34,1.26,2016Q4
Estar,Q1/2017,5603572.00,820751.00,5022246.00,4665740.00,588269.00,508733.00,85942.00,79536.00,55510.00,0.01,199197.00,32113.00,-177149.00,54161.00,3.94,4.27,28.89,9.44,13.52,0.18,0.00,4.12,0.20,2.05,0.33,0.46,798.41,311.31,1.17,18.34,19.90,779.68,1.20,2017Q1
Estar,Q2/2017,5670703.00,955722.00,5022246.00,4598932.00,763816.00,655703.00,114865.00,108113.00,134032.00,0.03,581876.00,-402602.00,-170919.00,8355.00,4.30,3.62,30.15,17.55,14.15,0.21,76.62,3.00,0.16,2.08,0.34,0.53,688.87,263.14,1.39,13.72,26.60,663.65,1.23,2017Q2
Estar,Q3/2017,5653742.00,769789.00,5022246.00,4768308.00,745769.00,615184.00,137726.00,130585.00,169376.00,0.03,722271.00,-478073.00,-188085.00,56113.00,8.14,6.04,30.59,22.71,17.51,0.16,441.17,4.16,0.30,2.37,0.42,0.63,576.50,365.48,1.00,22.53,16.20,561.30,1.19,2017Q3
Estar,Q4/2017,5966542.02,1035911.63,5022246.19,4815311.51,526085.76,474898.53,58689.41,51187.23,47127.76,0.01,478275.39,-548062.22,127456.54,57669.71,8.62,6.28,30.06,8.96,9.73,0.22,-108909.00,3.29,0.31,7.13,0.45,0.67,548.41,456.94,0.80,23.43,15.58,533.63,1.24,2017Q4
Estar,Q1/2018,5927111.00,978860.00,5022246.00,4832538.00,253611.00,232189.00,28310.00,21422.00,17228.00,0.00,-1237.00,-22365.00,0.00,-23602.00,7.74,5.40,38.47,6.79,8.45,0.20,0.00,3.37,0.22,2.46,0.40,0.58,629.00,423.57,0.86,29.34,12.44,617.42,1.23,2018Q1
Estar,Q2/2018,6007251.00,1341092.00,5022246.00,4551520.00,248394.00,254604.00,2098.00,-6210.00,-4866.00,0.00,32183.00,-41696.00,67278.00,57765.00,5.00,3.37,31.42,-1.96,-2.50,0.29,-4.39,2.37,0.16,4.82,0.30,0.48,763.16,271.51,1.34,18.09,20.18,744.32,1.32,2018Q2
Estar,Q3/2018,5995493.00,1299385.00,5022246.00,4582355.00,511619.00,468330.00,52141.00,43289.00,30835.00,0.01,510214.00,-368812.00,-176377.00,-34975.00,1.93,1.88,31.84,6.03,8.46,0.28,18.05,2.65,0.30,1.52,0.26,0.42,874.65,215.62,1.69,17.68,20.64,855.70,1.31,2018Q3
Estar,Q4/2018,6082477.15,1311988.43,5022246.18,4657701.46,707974.86,617902.48,99258.00,90072.38,72252.03,0.01,720366.47,-402700.22,-256723.06,60943.18,2.44,2.47,29.59,10.21,12.72,0.28,2263.13,4.11,0.39,4.46,0.29,0.44,834.43,281.53,1.30,18.24,20.01,815.72,1.31,2018Q4
Estar,Q1/2019,6285360.00,1489809.00,5022246.00,4682354.00,348446.00,317103.00,40575.00,31343.00,24653.00,0.01,160479.00,-261956.00,72345.00,-29132.00,2.58,2.60,29.93,7.08,9.00,0.32,216.16,3.86,0.43,4.70,0.30,0.47,769.17,237.22,1.54,11.64,31.36,739.35,1.34,2019Q1
Estar,Q2/2019,7041297.00,2346662.00,5022246.00,4582417.00,269999.00,269261.00,10277.00,738.00,483.00,0.00,70031.00,-1124875.00,938283.00,-116561.00,2.81,2.54,32.26,0.18,0.27,0.51,0.67,3.91,0.15,4.66,0.28,0.40,902.99,240.53,1.52,25.35,14.40,890.11,1.54,2019Q2
Estar,Q3/2019,7713569.00,3013157.00,5022246.00,4588759.00,396997.00,384739.00,23106.00,12258.00,6342.00,0.00,200301.00,-1845083.00,1572379.00,-72403.00,2.26,1.96,29.99,1.60,3.09,0.66,9.29,2.21,0.11,4.17,0.25,0.36,1020.00,226.90,1.61,18.98,19.23,1002.38,1.68,2019Q3
Estar,Q4/2019,7780004.52,3058450.71,5022246.18,4609933.16,413231.51,380880.18,44137.68,32351.33,21173.76,0.00,259593.52,-1880143.44,1523557.92,-96992.00,1.14,1.11,28.32,5.12,7.83,0.66,16.98,2.19,0.10,3.32,0.21,0.28,1298.59,161.05,2.27,13.41,27.21,1273.64,1.69,2019Q4
Estar,Q1/2020,7993320.00,3294157.00,5022246.00,4587138.00,184762.00,209412.00,-9728.00,-24650.00,-22794.00,0.00,-202904.00,18883.00,215829.00,31808.00,0.11,0.29,31.79,-12.34,-13.34,0.72,-13.33,2.07,0.08,2.87,0.18,0.25,1481.61,138.01,2.64,7.30,50.03,1434.22,1.74,2020Q1
ESTAR,2019,7780004.52,3058450.71,5022246.18,4609933.16,1428673.51,1351983.18,118095.68,76690.33,52651.76,0.01,259593.52,-1880143.44,1523557.92,-96992.00,1.14,1.11,30.58,3.69,5.37,0.66,17.14,2.19,0.10,3.32,0.21,0.28,1298.59,161.05,2.27,13.41,27.21,1273.64,1.69,2019
ESTAR,2018,6082477.15,1311988.43,5022246.18,4657701.46,1721598.86,1573025.48,181807.00,148573.38,115449.03,0.02,720366.47,-402700.22,-256723.06,60943.18,2.44,2.47,31.83,6.71,8.63,0.28,38.56,4.11,0.39,4.46,0.29,0.44,834.43,281.53,1.30,18.24,20.01,815.72,1.31,2018
ESTAR,2017,5966542.02,1035911.63,5022246.19,4815311.51,2623939.76,2254518.53,397222.41,369421.23,406045.76,0.08,478275.39,-548062.22,127456.54,57669.71,8.62,6.28,29.79,15.47,14.08,0.22,216.48,3.29,0.31,7.13,0.45,0.67,548.41,456.94,0.80,23.43,15.58,533.63,1.24,2017
ESTAR,2016,5791064.49,1064210.20,5022246.19,4610229.73,1967635.41,1696888.46,295452.61,270746.95,202494.67,0.04,449456.13,-35544.90,-399384.82,14526.42,4.43,4.49,30.20,10.29,13.76,0.23,31.63,3.17,0.14,5.33,0.33,0.44,820.38,242.47,1.51,16.19,22.54,799.34,1.26,2016
ESTAR,2015,6260329.00,1608123.00,5022246.00,4533262.00,1758049.00,1584484.00,205035.00,173565.00,132737.00,0.03,363556.00,128094.00,-475671.00,15979.00,2.92,2.66,24.44,7.55,9.87,0.35,81.07,2.30,0.07,4.62,0.27,0.37,979.40,264.71,1.38,10.62,34.36,946.42,1.38,2015
Ever,Q1/2015,3055023.00,578801.00,3237323.00,2476222.00,234037.00,225199.00,11156.00,8838.00,-6253.00,0.00,47882.00,-21633.00,-162371.00,-136122.00,-1.26,1.82,25.66,-2.67,3.78,0.23,1.03,5.14,0.41,5.52,0.30,0.25,1465.08,155.21,2.35,6.71,54.39,1413.05,1.23,2015Q1
Ever,Q2/2015,2964788.00,497791.00,3237323.00,2466997.00,157142.00,166622.00,-6953.00,-9480.00,-9465.00,0.00,38158.00,-106898.00,-228433.00,-297173.00,-1.74,0.76,26.01,-6.02,-6.03,0.20,-1.32,5.14,0.09,5.36,0.28,0.24,1513.44,205.83,1.77,3.65,100.07,1415.15,1.20,2015Q2
Ever,Q3/2015,3732952.00,1168715.00,3237323.00,2431388.00,150003.00,170894.00,-15201.00,-20891.00,-35588.00,-0.01,-19336.00,-426188.00,177602.00,-267922.00,-2.82,-0.05,31.38,-23.72,-13.93,0.48,-2.25,2.86,0.14,2.03,0.25,0.24,1538.48,25.76,14.17,3.93,92.96,1459.69,1.54,2015Q3
Ever,Q4/2015,3798965.12,1277327.51,3237322.61,2388321.27,236812.82,264231.10,-17172.14,-27418.28,-44937.57,-0.01,-111833.95,-396769.75,250805.49,-257798.22,-3.95,-1.39,30.12,-18.98,-11.58,0.53,-2.43,2.91,0.13,1.61,0.22,0.23,1614.71,24.52,14.89,3.99,91.57,1538.03,1.59,2015Q4
Ever,Q1/2016,4759876.00,2286530.00,3237323.00,2340377.00,219080.00,267612.00,-38599.00,-48532.00,-49992.00,-0.01,-819167.00,-7143.00,804867.00,-21443.00,-5.81,-2.72,28.54,-22.82,-22.15,0.98,-6.91,2.24,0.14,1.58,0.20,0.18,1981.63,8.01,45.57,2.39,152.99,1874.21,2.03,2016Q1
Ever,Q2/2016,4994701.00,2056515.00,3884783.00,2804436.00,275323.00,295953.00,-10322.00,-20630.00,-22903.00,-0.01,-960187.00,-8702.00,956372.00,-12517.00,-5.82,-2.95,25.25,-8.32,-7.49,0.73,-1.90,2.85,0.25,1.84,0.22,0.21,1727.97,5.76,63.35,2.55,143.26,1648.06,1.78,2016Q2
Ever,Q3/2016,5005773.00,2050308.00,3884783.00,2818395.00,272001.00,246920.00,35401.00,25081.00,13266.00,0.00,-1284081.00,232665.00,1007742.00,-43674.00,-3.98,-1.64,3.19,4.88,9.22,0.73,3.19,3.92,0.32,1.39,0.23,0.23,1565.96,5.12,71.27,3.24,112.78,1524.45,1.78,2016Q3
Ever,Q4/2016,5365638.94,2440922.15,3884782.79,2786040.29,238904.61,262067.04,-12764.64,-23162.43,-35295.64,-0.01,-1474195.75,227573.15,1322210.56,75587.97,-3.67,-1.47,17.42,-14.77,-9.70,0.88,-2.35,3.17,0.17,1.40,0.22,0.23,1596.76,13.87,26.32,2.94,124.06,1499.01,1.93,2016Q4
Ever,Q1/2017,5608580.00,2767103.00,3884783.00,2707934.00,171882.00,247615.00,-65895.00,-75733.00,-80576.00,-0.02,-125613.00,-4778.00,53768.00,-76623.00,-4.97,-1.82,13.14,-46.88,-44.06,1.02,-6.33,2.84,0.09,1.34,0.18,0.19,1921.18,6.70,54.45,1.89,193.12,1782.52,2.07,2017Q1
Ever,Q2/2017,6888903.00,4100817.00,3884783.00,2656802.00,209058.00,246806.00,-27928.00,-37748.00,-51132.00,-0.01,-1025098.00,-261088.00,1270700.00,-15486.00,-5.63,-1.88,16.49,-24.46,-18.06,1.54,-1.58,3.59,0.16,1.26,0.15,0.16,2273.20,3.95,92.41,1.63,223.58,2142.03,2.59,2017Q2
Ever,Q3/2017,7589176.00,4870498.00,3884785.00,2585536.00,168985.00,210959.00,-32396.00,-41974.00,-71270.00,-0.02,-1422098.00,-295721.00,1694509.00,-23310.00,-8.82,-2.84,18.75,-42.18,-24.84,1.88,-1.01,3.64,0.14,1.12,0.13,0.13,2774.90,3.59,101.71,1.35,271.21,2605.40,2.94,2017Q3
Ever,Q4/2017,8312446.36,5670354.91,3884784.55,2509605.25,175513.63,237694.07,-52353.93,-62180.44,-75929.56,-0.02,-1817214.37,-353238.84,2193629.96,23176.74,-10.53,-3.18,8.14,-43.26,-35.43,2.26,-1.73,3.15,0.11,1.04,0.11,0.12,3147.18,9.09,40.17,0.99,367.69,2819.66,3.31,2017Q4
Ever,Q1/2018,9008033.00,6423974.00,3884785.00,2453085.00,171336.00,205681.00,-24741.00,-34345.00,-56520.00,-0.01,-637689.00,-61866.00,615917.00,-83638.00,-9.88,-2.41,18.96,-32.99,-20.05,2.62,-1.06,3.18,0.07,1.04,0.10,0.10,3542.42,9.05,40.34,0.98,373.83,3208.93,3.67,2018Q1
Ever,Q2/2018,10028044.00,7520903.00,3884785.00,2377881.00,167898.00,218701.00,-24542.00,-50803.00,-75204.00,-0.02,-873250.00,-449371.00,1240325.00,-82296.00,-11.08,-2.24,14.44,-44.79,-30.26,3.16,-1.42,2.32,0.05,0.99,0.08,0.08,4448.78,6.75,54.05,0.85,431.24,4071.60,4.22,2018Q2
Ever,Q3/2018,10566889.00,8088883.00,3884785.00,2350750.00,467080.00,455693.00,31087.00,11387.00,-27131.00,-0.01,-1130645.00,-470504.00,1545929.00,-55220.00,-9.51,-1.50,22.71,-5.81,2.44,3.44,0.24,2.27,0.05,1.42,0.11,0.11,3475.24,9.18,39.78,0.93,394.34,3120.67,4.50,2018Q3
Ever,Q4/2018,11118218.65,8861223.35,3884784.55,2132627.91,341659.49,435247.55,-73913.21,-93588.06,-183711.88,-0.05,-1822889.68,-416070.92,2128512.71,-110447.89,-14.76,-1.72,25.72,-53.77,-27.39,4.16,-0.82,2.18,0.03,1.67,0.12,0.11,3385.29,14.01,26.05,0.88,417.13,2994.20,5.21,2018Q4
Ever,Q1/2019,9700386.00,7026332.00,3884785.00,2551799.00,2909970.00,2316194.00,613602.00,593776.00,402772.00,0.10,1844674.00,-9458.00,-1814923.00,20293.00,4.66,4.93,27.58,13.84,20.40,2.75,7.16,1.87,0.05,5.67,0.42,0.36,1011.58,36.89,9.89,2.83,129.09,892.38,3.80,2019Q1
Ever,Q2/2019,9481024.00,6772666.00,3884785.00,2591655.00,972961.00,844110.00,143641.00,128851.00,39855.00,0.01,1857414.00,-14432.00,-1834762.00,8220.00,9.33,6.57,25.94,4.10,13.24,2.61,1.69,1.83,0.04,6.85,0.48,0.41,900.61,41.98,8.69,3.69,98.89,810.42,3.66,2019Q2
Ever,Q3/2019,9886338.00,7177148.00,3884785.00,2594454.00,470985.00,417929.00,75392.00,53056.00,2800.00,0.00,1681624.00,-21935.00,-1455451.00,204238.00,10.58,6.67,33.15,0.59,11.26,2.77,1.26,2.02,0.09,6.85,0.46,0.38,955.78,42.76,8.54,3.33,109.73,854.58,3.81,2019Q3
Ever,Q4/2019,9893343.54,7309085.18,3884784.55,2473245.49,536494.17,621117.15,-58270.97,-84622.98,-121584.22,-0.03,1354178.27,-49463.32,-1311563.78,-6848.83,14.06,6.58,16.16,-22.66,-15.77,2.96,-1.75,2.07,0.04,6.45,0.47,0.39,942.16,48.35,7.55,3.56,102.64,847.07,4.00,2019Q4
Ever,Q1/2020,10354500.00,7754364.00,3884785.00,2493118.00,447649.00,351079.00,118249.00,96570.00,19872.00,0.01,-53031.00,-13527.00,126914.00,60356.00,-2.34,1.93,19.95,4.44,21.57,3.11,1.47,1.78,0.04,3.22,0.24,0.20,1866.16,19.26,18.95,1.39,262.84,1622.27,4.15,2020Q1
EVER,2019,9893343.54,7309085.18,3884784.55,2473245.49,4890411.17,4199351.15,774364.03,691060.02,323842.78,0.08,1354178.27,-49463.32,-1311563.78,-6848.83,14.06,6.58,26.55,6.62,14.13,2.96,2.77,2.07,0.04,6.45,0.47,0.39,942.16,48.35,7.55,3.56,102.64,847.07,4.00,2019
EVER,2018,11118218.65,8861223.35,3884784.55,2132627.91,1147973.49,1315322.55,-92109.21,-167349.06,-342566.88,-0.09,-1822889.68,-416070.92,2128512.71,-110447.89,-14.76,-1.72,21.85,-29.84,-14.58,4.16,-0.73,2.18,0.03,1.67,0.12,0.11,3385.29,14.01,26.05,0.88,417.13,2994.20,5.21,2018
EVER,2017,8312446.36,5670354.91,3884784.55,2509605.25,725438.63,943074.07,-178572.93,-217635.44,-278908.56,-0.07,-1817214.37,-353238.84,2193629.96,23176.74,-10.53,-3.18,14.19,-38.45,-30.00,2.26,-1.92,3.15,0.11,1.04,0.11,0.12,3147.18,9.09,40.17,0.99,367.69,2819.66,3.31,2017
EVER,2016,5365638.94,2440922.15,3884782.79,2786040.29,1005308.61,1072552.04,-26284.64,-67243.43,-94924.64,-0.03,-1474195.75,227573.15,1322210.56,75587.97,-3.67,-1.47,19.11,-9.44,-6.69,0.88,-1.89,3.17,0.17,1.40,0.22,0.23,1596.76,13.87,26.32,2.94,124.06,1499.01,1.93,2016
EVER,2015,3798965.12,1277327.51,3237322.61,2388321.27,777994.82,826946.10,-28170.14,-48951.28,-96243.57,-0.03,-111833.95,-396769.75,250805.49,-257798.22,-3.95,-1.39,28.17,-12.37,-6.29,0.53,-1.35,2.91,0.13,1.61,0.22,0.23,1614.71,24.52,14.89,3.99,91.57,1538.03,1.59,2015
Gland,Q1/2015,19243194.00,8680873.00,5529216.00,9594766.00,1101135.00,608847.00,497385.00,492288.00,275181.00,0.05,516133.00,-201064.00,-582760.00,-267691.00,12.88,10.82,43.26,24.99,44.71,0.90,6.61,1.15,0.28,16.61,0.28,0.65,561.09,36.75,9.93,2.67,136.70,434.32,2.01,2015Q1
Gland,Q2/2015,19721568.00,9112132.00,5529216.00,9649302.00,715194.00,455374.00,265694.00,259820.00,108503.00,0.02,716498.00,-375165.00,-131282.00,210051.00,11.87,9.89,46.54,15.17,36.33,0.94,3.35,1.44,0.48,15.08,0.25,0.65,559.73,33.79,10.80,2.53,144.33,426.20,2.04,2015Q2
Gland,Q3/2015,19388520.00,8775569.00,5874519.00,9598635.00,1059415.00,609010.00,456415.00,450405.00,242077.00,0.04,1463182.00,-1078093.00,-864185.00,-479096.00,11.50,9.72,52.58,22.85,42.51,0.91,6.21,1.09,0.24,14.11,0.24,0.67,544.22,27.49,13.28,1.97,185.05,372.45,2.02,2015Q3
Gland,Q4/2015,24431922.13,12961415.95,5874518.88,10706581.81,2284332.62,694752.09,1594370.92,1589580.53,1106619.14,0.19,2220644.16,-5227488.27,2686301.38,-320542.73,18.84,13.22,54.77,48.44,69.59,1.21,15.60,0.63,0.19,16.11,0.24,0.72,508.25,26.38,13.84,1.77,206.12,315.96,2.28,2015Q4
Gland,Q1/2016,24505792.00,12753894.00,5874519.00,10934834.00,973908.00,501796.00,477833.00,472112.00,227934.00,0.04,575036.00,-402102.00,-374397.00,-201463.00,16.42,12.67,56.26,23.40,48.48,1.17,4.38,0.57,0.17,10.15,0.23,0.78,469.08,20.22,18.05,1.88,193.93,293.20,2.24,2016Q1
Gland,Q2/2016,24830111.00,14104336.00,5874519.00,9903697.00,776742.00,453858.00,328495.00,322884.00,110180.00,0.02,715671.00,-791925.00,-16263.00,-92517.00,17.25,12.73,51.64,14.18,41.57,1.42,2.87,0.43,0.15,10.19,0.23,0.85,430.57,19.60,18.62,2.03,179.61,269.58,2.51,2016Q2
Gland,Q3/2016,25699500.00,14780975.00,5908929.00,10263911.00,900695.00,264772.00,645715.00,635923.00,359699.00,0.06,945118.00,-1385057.00,402021.00,-37918.00,18.17,13.40,66.90,39.94,70.60,1.44,4.90,0.40,0.15,9.89,0.22,0.78,469.79,16.46,22.17,1.43,254.63,237.33,2.50,2016Q3
Gland,Q4/2016,26397868.37,15075824.67,5908928.63,10677601.15,952244.83,295926.47,660888.96,656318.36,414400.78,0.07,1400843.87,-1978470.20,239705.51,-337920.83,10.40,8.21,63.86,43.52,68.92,1.41,4.54,0.27,0.09,7.33,0.14,0.71,516.59,11.93,30.60,0.90,406.05,141.14,2.47,2016Q4
Gland,Q1/2017,26698470.00,15302433.00,5908929.00,10741886.00,456873.00,212910.00,248390.00,243963.00,63767.00,0.01,82461.00,-61876.00,172659.00,193244.00,8.75,7.26,63.91,13.96,53.40,1.42,1.59,0.29,0.12,6.27,0.12,0.60,605.63,8.55,42.69,0.69,530.99,117.33,2.49,2017Q1
Gland,Q2/2017,28122857.00,16959175.00,5908929.00,10497980.00,826963.00,254135.00,577103.00,572828.00,305019.00,0.05,5373003.00,-857492.00,-4383643.00,131868.00,11.20,7.97,61.32,36.88,69.27,1.62,4.93,0.37,0.11,6.39,0.12,0.51,721.38,9.00,40.54,0.57,645.83,116.09,2.68,2017Q2
Gland,Q3/2017,28240080.00,17004917.00,5951449.00,10558865.00,410653.00,228433.00,186478.00,182220.00,60793.00,0.01,5321344.00,-935490.00,-4243146.00,142708.00,8.11,6.14,66.90,14.80,44.37,1.61,1.73,0.46,0.15,5.30,0.10,0.48,765.58,7.29,50.10,0.51,722.68,93.00,2.67,2017Q3
Gland,Q4/2017,29056430.16,17157208.79,5951449.05,11199907.79,1218354.86,317387.37,904932.56,900967.49,640308.62,0.11,5343686.64,-946279.10,-4275716.37,121691.17,9.78,6.85,57.72,52.56,73.95,1.53,10.06,0.62,0.19,5.82,0.10,0.48,758.28,5.77,63.21,0.41,888.30,-66.81,2.59,2017Q4
Gland,Q1/2018,29223295.00,17234996.00,5951449.00,11272729.00,472214.00,259777.00,219436.00,212437.00,72821.00,0.01,27283.00,-142129.00,108731.00,-6115.00,9.80,6.68,63.76,15.42,44.99,1.53,2.44,0.59,0.19,5.82,0.10,0.49,747.04,4.98,73.33,0.40,912.15,-91.78,2.59,2018Q1
Gland,Q2/2018,29711830.00,17733640.00,5951449.00,11247981.00,446982.00,287633.00,165981.00,159349.00,22011.00,0.00,43981.00,-176668.00,563359.00,430672.00,7.32,5.03,57.72,4.92,35.65,1.58,1.69,0.79,0.35,5.07,0.09,0.50,729.01,6.00,60.85,0.41,886.14,-96.29,2.64,2018Q2
Gland,Q3/2018,29193673.00,17065405.00,6499830.00,11380062.00,553244.00,259174.00,300583.00,294070.00,132081.00,0.02,-87160.00,-190604.00,20631.00,-257133.00,7.91,5.46,63.86,23.87,53.15,1.50,3.26,0.69,0.19,5.48,0.09,0.52,697.01,5.24,69.68,0.44,829.11,-62.42,2.57,2018Q3
Gland,Q4/2018,29263229.99,16903428.23,6499829.66,11585702.61,596736.76,156713.23,434120.18,440023.53,205640.87,0.03,59962.90,-198271.68,-177087.47,-315396.26,3.80,3.79,82.08,34.46,73.74,1.46,4.12,0.68,0.17,4.12,0.07,0.46,791.25,5.58,65.37,0.37,997.28,-140.66,2.53,2018Q4
Gland,Q1/2019,29302731.00,16754958.00,6499830.00,11752426.00,508247.00,181975.00,331380.00,326272.00,166723.00,0.03,210165.00,13484.00,-225967.00,-2318.00,4.57,4.17,66.88,32.80,64.20,1.43,3.52,0.68,0.17,4.20,0.07,0.47,779.82,5.19,70.30,0.36,1018.86,-168.74,2.49,2019Q1
Gland,Q2/2019,29361025.00,16649866.00,6499830.00,11900491.00,502648.00,205618.00,297743.00,297030.00,148065.00,0.02,222564.00,57315.00,-294638.00,-14759.00,5.64,4.60,69.59,29.46,59.09,1.40,3.34,0.64,0.08,4.33,0.07,0.42,874.17,8.09,45.12,0.44,827.49,91.80,2.47,2019Q2
Gland,Q3/2019,29318551.00,16550176.00,6499830.00,11952538.00,440775.00,197185.00,246133.00,243590.00,117398.00,0.02,90958.00,88405.00,-227886.00,-48523.00,4.91,4.13,67.72,26.63,55.26,1.38,3.82,0.55,0.06,3.93,0.07,0.39,932.57,7.10,51.37,0.46,802.01,181.94,2.45,2019Q3
Gland,Q4/2019,29692498.19,15978574.62,6499829.66,12839548.09,1353724.45,94527.81,1265560.85,1259196.64,887010.47,0.13,403987.06,34735.45,-565857.08,-127134.57,10.27,6.88,93.22,65.52,93.02,1.24,18.09,0.39,0.03,5.48,0.09,0.37,981.56,8.25,44.24,0.46,793.45,232.35,2.31,2019Q4
Gland,Q1/2020,28842124.00,14831283.00,6499830.00,13117416.00,679685.00,261922.00,420433.00,417763.00,277835.00,0.04,350631.00,943959.00,-1315118.00,-20528.00,10.98,7.29,77.55,40.88,61.46,1.13,7.03,0.50,0.10,5.82,0.10,0.35,1042.30,5.93,61.57,0.39,932.42,171.45,2.20,2020Q1
GLAND,2019,29692498.19,15978574.62,6499829.66,12839548.09,2704043.45,677170.81,2041600.85,2026872.64,1253845.47,0.19,403987.06,34735.45,-565857.08,-127134.57,10.27,6.88,77.04,46.37,74.96,1.24,7.21,0.39,0.03,5.48,0.09,0.37,981.56,8.25,44.24,0.46,793.45,232.35,2.31,2019
GLAND,2018,29263229.99,16903428.23,6499829.66,11585702.61,2059397.76,953518.23,1120120.18,1105879.53,432553.87,0.07,59962.90,-198271.68,-177087.47,-315396.26,3.80,3.79,67.11,21.00,53.70,1.46,2.92,0.68,0.17,4.12,0.07,0.46,791.25,5.58,65.37,0.37,997.28,-140.66,2.53,2018
GLAND,2017,29056430.16,17157208.79,5951449.05,11199907.79,2855360.86,955382.37,1916903.56,1899978.49,1069887.62,0.18,5343686.64,-946279.10,-4275716.37,121691.17,9.78,6.85,62.43,37.47,66.54,1.53,4.09,0.62,0.19,5.82,0.10,0.48,758.28,5.77,63.21,0.41,888.30,-66.81,2.59,2017
GLAND,2016,26397868.37,15075824.67,5908928.63,10677601.15,3603589.83,1516352.47,2112931.96,2087237.36,1112213.78,0.19,1400843.87,-1978470.20,239705.51,-337920.83,10.40,8.21,58.56,30.86,57.92,1.41,4.22,0.27,0.09,7.33,0.14,0.71,516.59,11.93,30.60,0.90,406.05,141.14,2.47,2016
