Symbol,Period,Total Asset,TotalLiabilities('000 Baht),Paid-upCap('000 Baht),Equity('000 Baht),Revenue('000 Baht),Expenses('000 Baht),EBITDA('000 Baht),EBIT('000 Baht),Net Profit('000 Baht),EPS**(Baht),Operating Cash Flow('000 Baht),Investing Cash Flow('000 Baht),Financing Cash Flow('000 Baht),Net Cash Flow('000 Baht),Return onEquity+(%),Return onAsset+(%),Gross ProfitMargin(%),Net ProfitMargin(%),EBIT Margin(%),D/E(Times),Int. Coverage(Times),Current Ratio(Times),Quick Ratio(Times),FixedAssetTurnover+(Times),TotalAssetTurnover+(Times),Inventory Turnover+(Times),Average Sale Period+(Days),Accounts Receivable Turnover+(Times),Average Collection Period+(Days),Account Payable Turnover+(Times),Average Payment Period+(Days),Cash Cycle+(Days),Equity Multiplier,Period
Sc,Q1/2015,30505794.00,18709709.00,3714967.00,11796085.00,2079369.00,1820160.00,279606.00,259209.00,159731.00,0.04,-1949015.00,375228.00,1523983.00,-49804.00,14.53,7.64,37.67,7.68,12.47,1.59,5.04,1.89,0.06,13.33,0.45,0.39,935.87,176.90,2.06,18.10,20.17,917.77,2.59,2015Q1
Sc,Q2/2015,30305529.00,18308427.00,4179332.00,11997102.00,3851496.00,3170678.00,696001.00,680818.00,498213.00,0.12,-884868.00,326293.00,778447.00,219872.00,16.01,8.45,35.56,12.94,17.68,1.53,12.54,2.37,0.10,14.28,0.49,0.43,845.03,230.40,1.58,22.28,16.38,830.24,2.53,2015Q2
Sc,Q3/2015,31627563.00,19219957.00,4179332.00,12407606.00,3127491.00,2570391.00,576045.00,557100.00,410504.00,0.10,-1743397.00,203470.00,1665884.00,125957.00,14.38,7.76,37.99,13.13,17.81,1.55,13.87,2.23,0.08,13.38,0.45,0.41,895.75,184.23,1.98,20.72,17.62,880.11,2.55,2015Q3
Sc,Q4/2015,30957380.61,17732423.77,4179332.01,13224956.84,5125426.20,4055772.78,1112637.21,1069653.42,826832.33,0.19,210031.04,-147276.47,199311.44,262066.01,15.25,8.57,36.15,16.13,20.87,1.34,26.18,2.34,0.13,13.23,0.47,0.43,842.05,205.51,1.78,18.21,20.04,823.78,2.34,2015Q4
Sc,Q1/2016,32502283.00,18807883.00,4179332.00,13694400.00,3326961.00,2700607.00,655839.00,626354.00,469443.00,0.11,-1244258.00,-130240.00,1263638.00,-110860.00,17.30,9.31,38.01,14.11,18.83,1.37,16.16,2.33,0.11,14.47,0.49,0.42,865.94,189.78,1.92,25.45,14.34,853.52,2.37,2016Q1
Sc,Q2/2016,31181231.00,17349001.00,4179332.00,13832230.00,5148498.00,4005107.00,1177743.00,1143391.00,890104.00,0.21,1339916.00,-666889.00,-859048.00,-186021.00,20.11,11.05,36.41,17.29,22.21,1.25,40.40,2.73,0.18,15.93,0.54,0.49,751.74,266.21,1.37,19.90,18.35,734.77,2.25,2016Q2
Sc,Q3/2016,31952137.00,17774342.00,4179332.00,14177795.00,3008310.00,2558955.00,475109.00,449355.00,345565.00,0.08,500367.00,-482825.00,-282910.00,-265368.00,19.05,10.35,35.75,11.49,14.94,1.25,27.02,2.39,0.10,15.56,0.52,0.47,784.91,229.04,1.59,24.35,14.99,771.52,2.25,2016Q3
Sc,Q4/2016,33486565.86,19045670.44,4179332.01,14440895.42,3020408.83,2682785.07,372336.94,337623.76,263100.56,0.06,-200430.68,-813926.97,733927.07,-280430.59,14.23,7.93,33.96,8.71,11.18,1.32,45.21,2.43,0.10,13.17,0.45,0.41,900.40,204.96,1.78,18.73,19.49,882.70,2.32,2016Q4
Sc,Q1/2017,34480339.00,19964281.00,4179332.00,14516058.00,1756209.00,1650036.00,141998.00,106173.00,75163.00,0.02,-581969.00,-122078.00,689986.00,-14061.00,11.16,6.08,39.53,4.28,6.05,1.38,11.04,3.12,0.13,12.04,0.39,0.34,1079.49,149.06,2.45,15.38,23.73,1058.20,2.38,2017Q1
Sc,Q2/2017,36203409.00,22216371.00,4179332.00,13987038.00,2859586.00,2510418.00,387477.00,349168.00,264433.00,0.06,-1318877.00,158264.00,1442564.00,281951.00,6.82,3.69,35.91,9.25,12.21,1.59,21.05,2.50,0.10,10.09,0.32,0.28,1305.53,147.71,2.47,7.63,47.82,1260.18,2.59,2017Q2
Sc,Q3/2017,38328357.00,23972279.00,4179332.00,14351800.00,3227601.00,2744764.00,512909.00,482837.00,363964.00,0.09,-2831630.00,167772.00,3026980.00,363122.00,6.78,3.63,35.69,11.28,14.96,1.67,19.19,2.64,0.10,10.27,0.31,0.27,1368.18,140.79,2.59,10.24,35.65,1335.12,2.67,2017Q3
Sc,Q4/2017,38498161.79,23582734.11,4179332.01,14913206.46,4629007.24,3903254.64,754603.24,725752.60,555015.67,0.13,-2080589.32,5508.18,2507587.19,432506.05,8.58,4.62,34.43,11.99,15.68,1.58,26.57,2.56,0.11,11.74,0.35,0.30,1201.07,151.04,2.42,15.15,24.10,1179.39,2.58,2017Q4
Sc,Q1/2018,41298297.00,26117681.00,4179625.00,15175182.00,2685727.00,2346249.00,371544.00,339478.00,258833.00,0.06,-660661.00,103909.00,665441.00,108689.00,9.71,5.01,36.01,9.64,12.64,1.72,26.01,2.06,0.08,12.77,0.35,0.30,1200.24,139.71,2.61,4.90,74.48,1128.38,2.72,2018Q1
Sc,Q2/2018,41710716.00,26583183.00,4179625.00,15123670.00,3966352.00,3380115.00,624627.00,586237.00,445520.00,0.11,-908512.00,39155.00,1013710.00,144353.00,11.15,5.48,34.15,11.23,14.78,1.76,27.75,2.26,0.09,14.04,0.37,0.32,1146.30,155.38,2.35,5.16,70.79,1077.86,2.76,2018Q2
Sc,Q3/2018,42794059.00,27275780.00,4179625.00,15516286.00,3713149.00,3191494.00,553222.00,521655.00,391777.00,0.09,-856354.00,-193436.00,1235927.00,186137.00,11.06,5.36,34.83,10.55,14.05,1.76,17.41,2.34,0.10,14.28,0.37,0.31,1162.09,194.23,1.88,5.24,69.69,1094.28,2.76,2018Q3
Sc,Q4/2018,42573812.13,26368697.30,4179624.51,16205268.23,5282177.93,4378578.78,934153.54,903599.14,685612.63,0.17,546175.56,-881899.07,415678.59,79955.08,11.45,5.80,22.25,12.98,17.11,1.63,26.59,2.34,0.10,14.71,0.39,0.34,1082.42,184.89,1.97,6.56,55.60,1028.80,2.63,2018Q4
Sc,Q1/2019,44110695.00,27557330.00,4179625.00,16554507.00,3194902.00,2764832.00,456429.00,430070.00,315184.00,0.08,-2635423.00,108048.00,2660488.00,133113.00,11.59,5.72,34.07,9.87,13.46,1.66,15.37,2.40,0.10,15.29,0.38,0.32,1126.05,115.63,3.16,5.64,64.77,1064.43,2.66,2019Q1
Sc,Q2/2019,45149723.00,28983827.00,4179625.00,16170022.00,3502692.00,3115955.00,413921.00,386737.00,282877.00,0.07,-3026022.00,53662.00,3127299.00,154939.00,10.71,5.16,32.02,8.08,11.04,1.79,14.81,2.13,0.09,14.79,0.36,0.31,1175.07,105.20,3.47,5.41,67.51,1111.03,2.79,2019Q2
Sc,Q3/2019,46607903.00,30004501.00,4179625.00,16612932.00,4248986.00,3646472.00,636844.00,602514.00,440656.00,0.11,-3518793.00,-78332.00,3922525.00,325400.00,10.73,5.20,32.92,10.37,14.18,1.81,16.13,1.99,0.09,14.75,0.36,0.32,1157.72,137.81,2.65,5.29,69.02,1091.36,2.81,2019Q3
Sc,Q4/2019,45082714.99,27526147.28,4179624.51,17565359.82,6840146.81,5585360.34,1286985.11,1254786.47,987706.98,0.23,-1761169.93,-169620.39,1676373.87,-254416.45,12.00,6.10,32.62,14.44,18.34,1.57,22.88,2.17,0.06,16.10,0.41,0.36,1018.25,141.62,2.58,6.26,58.34,962.48,2.57,2019Q4
Sc,Q1/2020,47034690.00,29142436.00,4179625.00,17903382.00,3313218.00,2883174.00,469498.00,430044.00,300614.00,0.07,-1104651.00,27013.00,1990196.00,912558.00,11.68,5.87,34.26,9.07,12.98,1.63,9.54,2.02,0.11,16.44,0.39,0.35,1057.26,88.86,4.11,13.03,28.01,1033.36,2.63,2020Q1
SC,2019,45082714.99,27526147.28,4179624.51,17565359.82,17786726.81,15112619.34,2794179.11,2674107.47,2026423.98,0.48,-1761169.93,-169620.39,1676373.87,-254416.45,12.00,6.10,32.83,11.39,15.03,1.57,18.28,2.17,0.06,16.10,0.41,0.36,1018.25,141.62,2.58,6.26,58.34,962.48,2.57,2019
SC,2018,42573812.13,26368697.30,4179624.51,16205268.23,15647405.93,13296436.78,2483546.54,2350969.14,1781742.63,0.43,546175.56,-881899.07,415678.59,79955.08,11.45,5.80,31.09,11.39,15.02,1.63,23.96,2.34,0.10,14.71,0.39,0.34,1082.42,184.89,1.97,6.56,55.60,1028.80,2.63,2018
SC,2017,38498161.79,23582734.11,4179332.01,14913206.46,12472403.24,10808472.64,1796987.24,1663930.60,1258575.67,0.30,-2080589.32,5508.18,2507587.19,432506.05,8.58,4.62,35.81,10.09,13.34,1.58,21.15,2.56,0.11,11.74,0.35,0.30,1201.07,151.04,2.42,15.15,24.10,1179.39,2.58,2017
SC,2016,33486565.86,19045670.44,4179332.01,14440895.42,14504177.83,11947454.07,2681027.94,2556723.76,1968212.56,0.47,-200430.68,-813926.97,733927.07,-280430.59,14.23,7.93,36.14,13.57,17.63,1.32,28.05,2.43,0.10,13.17,0.45,0.41,900.40,204.96,1.78,18.73,19.49,882.70,2.32,2016
SC,2015,30957380.61,17732423.77,4179332.01,13224956.84,14183782.20,11617001.78,2664289.21,2566780.42,1895280.33,0.45,210031.04,-147276.47,199311.44,262066.01,15.25,8.57,36.62,13.36,18.10,1.34,13.74,2.34,0.13,13.23,0.47,0.43,842.05,205.51,1.78,18.21,20.04,823.78,2.34,2015
Sena,Q1/2015,7050658.93,4196184.97,766173.96,2841488.06,517585.08,418509.67,115187.55,99075.41,75419.59,0.10,-112663.02,25744.55,205067.85,118149.39,18.07,10.10,41.41,14.57,19.14,1.48,6.33,1.29,0.32,4.01,0.46,0.66,557.23,13.83,26.39,7.95,45.94,537.69,2.48,2015Q1
Sena,Q2/2015,6981076.44,4098702.62,875852.29,2869202.43,486731.87,429906.87,74426.10,56825.00,35388.06,0.05,-277905.38,105947.60,41746.49,-130211.29,15.45,8.78,38.39,7.27,11.67,1.43,4.21,1.22,0.17,3.68,0.43,0.58,625.68,15.29,23.88,7.02,52.00,597.56,2.43,2015Q2
Sena,Q3/2015,7089537.80,4184982.52,875876.79,2887984.25,494492.84,418011.71,92611.64,76481.13,60339.33,0.07,-230962.47,78014.73,-112478.23,-265425.96,12.89,7.22,41.78,12.20,15.47,1.45,7.95,1.45,0.13,3.40,0.39,0.46,786.37,14.12,25.85,7.17,50.93,761.29,2.45,2015Q3
Sena,Q4/2015,8135984.15,4594574.25,1138508.51,3523040.98,720593.37,600007.69,139874.36,120585.68,82737.09,0.08,-402258.48,-440009.09,705128.87,-137138.70,8.08,4.76,42.23,11.48,16.73,1.30,7.30,1.74,0.16,2.97,0.30,0.39,932.18,12.30,29.67,5.54,65.90,895.94,2.31,2015Q4
Sena,Q1/2016,8288292.41,4584538.07,1140200.26,3684227.93,891804.54,683103.90,224834.22,208700.64,151948.82,0.13,387760.63,-82843.36,-124501.90,180415.38,10.13,6.03,40.63,17.04,23.40,1.24,11.07,1.24,0.17,3.15,0.34,0.45,802.33,12.83,28.45,6.24,58.52,772.26,2.25,2016Q1
Sena,Q2/2016,7453153.91,3403581.00,1140200.26,4034994.30,1683786.18,1150382.46,549375.63,533403.72,403654.87,0.35,1382356.36,15406.04,-1336004.44,61757.97,20.24,13.01,45.15,23.97,31.68,0.84,19.58,1.48,0.18,4.50,0.53,0.69,530.56,20.28,17.99,10.28,35.52,513.04,1.85,2016Q2
Sena,Q3/2016,7500801.83,3556388.18,1141964.69,3928741.27,713810.56,564490.42,165522.94,149320.15,104409.09,0.09,1555649.29,-9893.39,-1404205.88,141550.02,21.79,13.87,41.53,14.63,20.92,0.91,7.50,1.50,0.22,4.73,0.55,0.62,585.89,17.88,20.42,12.28,29.73,576.58,1.91,2016Q3
Sena,Q4/2016,7633444.30,3585166.32,1142143.62,4032577.21,824279.01,679129.33,159083.70,145149.68,102534.19,0.09,1732598.02,-119328.33,-1593085.23,20184.46,20.18,13.15,44.94,12.44,17.61,0.89,8.09,1.43,0.21,4.77,0.52,0.62,585.91,19.29,18.92,9.46,38.58,566.25,1.89,2016Q4
Sena,Q1/2017,8867485.60,4744744.03,1142403.98,4104899.70,505116.70,401015.37,118331.60,104101.33,70704.17,0.06,-525114.13,-103605.27,617986.32,-10719.29,17.49,10.86,31.34,14.00,20.61,1.16,7.02,1.96,0.17,4.33,0.43,0.42,864.39,17.18,21.25,5.09,71.75,813.90,2.16,2017Q1
Sena,Q2/2017,9830427.33,5616092.27,1213801.76,4188316.14,1182680.13,1043903.27,153558.80,138776.86,87397.18,0.07,-403720.87,-961136.21,1425455.10,60611.82,8.88,6.22,29.98,7.39,11.73,1.34,12.93,1.75,0.31,3.72,0.37,0.42,877.67,14.60,24.99,4.83,75.51,827.15,2.35,2017Q2
Sena,Q3/2017,10262169.65,5952603.11,1214442.96,4282613.00,1333918.92,1123020.83,225831.82,210898.09,151853.30,0.13,204505.05,-989240.37,1088039.84,303318.32,10.05,6.74,37.53,11.38,15.81,1.39,15.11,2.17,0.42,4.40,0.43,0.49,738.21,14.21,25.68,3.41,107.09,656.80,2.40,2017Q3
Sena,Q4/2017,10732452.46,5954338.59,1214442.96,4724875.20,2219755.05,1615689.74,621362.13,604065.31,432537.51,0.37,119192.68,-509216.38,966767.31,576757.41,16.96,11.52,44.88,19.49,27.21,1.26,34.46,2.29,0.46,5.77,0.57,0.65,564.47,10.15,35.98,4.36,83.68,516.76,2.27,2017Q4
Sena,Q1/2018,11928638.40,6983551.02,1214465.86,4896525.80,1088371.15,851995.19,259017.61,236375.96,164600.45,0.14,-381062.65,12920.36,1042287.26,673847.18,18.58,11.45,47.49,15.12,21.72,1.43,12.41,2.94,0.70,6.37,0.56,0.58,629.42,13.79,26.48,4.07,89.67,566.22,2.44,2018Q1
Sena,Q2/2018,11920734.15,6755530.10,1417088.24,5103950.15,1733980.38,1373863.05,398882.25,360117.32,225209.52,0.17,-589270.59,-514176.94,719168.50,-384576.82,20.97,12.98,43.55,12.99,20.77,1.32,13.24,3.11,0.27,6.71,0.59,0.57,643.73,22.61,16.15,3.95,92.52,567.35,2.34,2018Q2
Sena,Q3/2018,11859440.58,6643264.92,1420637.16,5149813.63,1078363.42,794908.92,307713.24,283454.50,196665.96,0.14,-188341.70,-217920.55,294144.80,-112415.24,21.61,13.42,51.57,18.24,26.29,1.29,11.99,2.07,0.37,6.39,0.55,0.51,710.28,11.01,33.15,2.57,141.97,601.46,2.30,2018Q3
Sena,Q4/2018,13750743.30,7805054.00,1420885.11,5509764.86,1638842.48,1182201.02,496612.41,456641.45,353133.76,0.25,-1206012.65,-325238.10,1423836.72,-107711.82,18.36,10.92,47.77,21.55,27.86,1.42,15.18,2.58,0.46,5.57,0.45,0.40,917.69,5.97,61.12,2.50,146.11,832.70,2.50,2018Q4
Sena,Q1/2019,14815645.03,8703354.59,1420885.11,5698508.05,1212887.64,954290.99,283970.27,258596.65,159767.45,0.11,894439.19,-1592050.77,746145.58,45558.03,17.65,10.16,48.77,13.17,21.32,1.53,5.30,1.83,0.26,5.76,0.42,0.43,848.53,8.84,41.31,2.64,138.37,751.47,2.60,2019Q1
Sena,Q2/2019,14380182.61,8378169.51,1420885.11,5589998.44,1129461.00,900131.65,255110.15,229329.35,119374.28,0.08,1481457.37,-1406397.97,11213.82,-23756.11,15.50,9.34,56.04,10.57,20.30,1.50,5.77,1.78,0.21,4.99,0.38,0.33,1105.27,13.64,26.75,1.95,186.78,945.24,2.57,2019Q2
Sena,Q3/2019,14769824.83,8753225.00,1423727.42,5606277.41,1160625.48,914884.37,270545.97,245741.11,112083.59,0.08,1637652.62,-2077000.04,433554.80,-115821.94,13.84,8.94,51.85,9.66,21.17,1.56,4.74,2.63,0.30,5.12,0.39,0.34,1079.99,7.71,47.33,1.87,195.33,932.00,2.63,2019Q3
Sena,Q4/2019,15098136.70,8596057.20,1423727.42,6080732.48,1794615.94,1154631.53,661906.76,639984.41,498826.55,0.35,1806534.51,-1557262.38,307852.32,447095.13,15.36,9.52,47.74,27.80,35.66,1.41,12.56,2.59,0.44,5.15,0.37,0.32,1145.52,6.75,54.10,2.28,160.02,1039.60,2.48,2019Q4
Sena,Q1/2020,16732886.13,10004048.79,1423727.42,6311011.09,1010664.93,661515.50,374977.75,349149.43,230278.61,0.16,429623.43,-1113398.45,1381400.74,697338.81,16.00,9.28,49.60,22.78,34.55,1.59,6.71,2.30,0.45,5.16,0.32,0.31,1164.61,9.70,37.64,2.38,153.35,1048.90,2.65,2020Q1
SENA,2019,15098136.70,8596057.20,1423727.42,6080732.48,5297590.06,3923938.54,1471533.15,1373651.52,890051.87,0.63,1806534.51,-1557262.38,307852.32,447095.13,15.36,9.52,50.63,16.80,25.93,1.41,7.18,2.59,0.44,5.15,0.37,0.32,1145.52,6.75,54.10,2.28,160.02,1039.60,2.48,2019
SENA,2018,13750743.30,7805054.00,1420885.11,5509764.86,5539557.42,4202968.18,1462225.52,1336589.24,939609.69,0.70,-1206012.65,-325238.10,1423836.72,-107711.82,18.36,10.92,47.09,16.96,24.13,1.42,13.37,2.58,0.46,5.57,0.45,0.40,917.69,5.97,61.12,2.50,146.11,832.70,2.50,2018
SENA,2017,10732452.46,5954338.59,1214442.96,4724875.20,5221237.59,4163396.00,1119084.35,1057841.59,742492.16,0.63,119192.68,-509216.38,966767.31,576757.41,16.96,11.52,39.45,14.22,20.26,1.26,18.54,2.29,0.46,5.77,0.57,0.65,564.47,10.15,35.98,4.36,83.68,516.76,2.27,2017
SENA,2016,7633444.30,3585166.32,1142143.62,4032577.21,4113680.29,3077106.10,1098816.49,1036574.19,762546.97,0.67,1732598.02,-119328.33,-1593085.23,20184.46,20.18,13.15,43.52,18.54,25.20,0.89,12.35,1.43,0.21,4.77,0.52,0.62,585.91,19.29,18.92,9.46,38.58,566.25,1.89,2016
SENA,2015,8135984.15,4594574.25,1138508.51,3523040.98,2219403.16,1866435.94,422099.65,352967.22,253884.07,0.29,-402258.48,-440009.09,705128.87,-137138.70,8.08,4.76,41.10,11.44,15.90,1.30,6.38,1.74,0.16,2.97,0.30,0.39,932.18,12.30,29.67,5.54,65.90,895.94,2.31,2015
Siri,Q1/2015,75164154.00,49309913.00,15271984.00,25853143.00,6970825.00,6080521.00,948285.00,890304.00,540663.00,0.04,-1241305.00,367749.00,455270.00,-418286.00,14.18,6.64,29.69,7.76,12.77,1.91,4.74,2.41,0.10,12.57,0.44,0.37,996.14,601.61,0.61,8.46,43.17,953.58,2.91,2015Q1
Siri,Q2/2015,73303849.00,48175002.00,15273682.00,25127846.00,10283414.00,8892320.00,1448707.00,1391094.00,901258.00,0.06,2261224.00,-365738.00,-2778090.00,-882604.00,16.24,7.51,27.33,8.76,13.53,1.92,6.52,2.63,0.10,14.26,0.50,0.42,875.90,369.36,0.99,10.12,36.06,840.83,2.92,2015Q2
Siri,Q3/2015,70939430.00,44689575.00,15285486.00,26248941.00,10966788.00,9355344.00,1667469.00,1611444.00,1061549.00,0.07,5603314.00,-571216.00,-5576621.00,-544523.00,16.51,8.15,28.51,9.68,14.69,1.70,7.59,2.81,0.12,15.82,0.55,0.47,783.76,502.42,0.73,12.89,28.32,756.17,2.70,2015Q3
Siri,Q4/2015,69451023.08,42252573.23,15285486.36,27197610.06,10374513.04,8791668.68,1681988.76,1582844.36,1002450.71,0.07,9503432.66,-1255079.35,-8682779.41,-434426.09,13.48,7.68,31.92,9.66,15.26,1.55,13.80,2.96,0.14,15.78,0.54,0.48,755.43,558.67,0.65,15.45,23.63,732.45,2.55,2015Q4
Siri,Q1/2016,69627488.00,41933516.00,15285486.00,27692957.00,7685761.00,6801271.00,939188.00,884490.00,556093.00,0.04,161374.00,98675.00,-213784.00,46265.00,13.15,7.56,29.65,7.24,11.51,1.51,5.23,2.99,0.14,16.92,0.54,0.48,757.65,625.56,0.58,16.90,21.59,736.64,2.51,2016Q1
Siri,Q2/2016,68054075.00,41523381.00,15285486.00,26529730.00,8255858.00,7272987.00,1036777.00,982871.00,622341.00,0.04,2769561.00,-508613.00,-2856516.00,-595568.00,12.55,7.16,30.29,7.54,11.91,1.57,5.76,2.65,0.10,16.19,0.53,0.47,781.00,322.18,1.13,15.89,22.97,759.16,2.57,2016Q2
Siri,Q3/2016,71319010.00,44802902.00,15285486.00,26515361.00,6819195.00,5906297.00,964856.00,912898.00,603204.00,0.04,5928035.00,-1372168.00,-1539393.00,3016474.00,10.55,6.13,29.85,8.85,13.39,1.69,5.77,2.58,0.25,14.47,0.47,0.43,850.79,204.19,1.79,16.23,22.49,830.09,2.69,2016Q3
Siri,Q4/2016,72774039.08,44678017.42,15285486.36,28095410.98,11687170.36,9527793.33,2257014.72,2159377.04,1598793.09,0.11,8511389.90,-2598758.63,-4825901.54,1086729.73,12.23,6.95,31.63,13.68,18.48,1.59,18.46,2.69,0.17,15.22,0.48,0.47,777.62,268.69,1.36,17.27,21.13,757.84,2.59,2016Q4
Siri,Q1/2017,74762730.00,46173765.00,15285486.00,28587802.00,7124016.00,6278437.00,897073.00,845579.00,511157.00,0.04,-2195740.00,-588983.00,1666488.00,-1118235.00,11.85,6.79,30.39,7.18,11.87,1.62,4.82,2.25,0.11,15.98,0.47,0.45,815.77,327.66,1.11,16.84,21.67,795.21,2.62,2017Q1
Siri,Q2/2017,76296210.00,48007329.00,15285486.00,28278383.00,8660094.00,7392408.00,1319793.00,1267686.00,805103.00,0.06,-181804.00,-943673.00,1035196.00,-90281.00,12.84,7.18,30.75,9.30,14.64,1.70,6.90,2.34,0.14,16.24,0.47,0.45,811.99,336.58,1.08,16.21,22.52,790.56,2.70,2017Q2
Siri,Q3/2017,77658581.00,49249200.00,15285486.00,28419688.00,7486918.00,6400777.00,1140770.00,1086141.00,729637.00,0.05,-631281.00,-1418700.00,1231744.00,-818237.00,13.27,7.19,32.21,9.75,14.51,1.73,5.41,2.19,0.11,16.67,0.47,0.46,797.70,107.54,3.39,17.83,20.47,780.62,2.73,2017Q3
Siri,Q4/2017,80149699.54,49671867.69,15903125.72,30507259.15,8670682.71,7859083.59,909084.75,811599.12,778808.41,0.06,1936210.01,-4021107.56,1531295.35,-553602.19,9.64,5.25,30.70,8.98,9.36,1.63,-5.44,1.78,0.13,15.78,0.42,0.46,790.84,188.88,1.93,14.65,24.92,767.85,2.63,2017Q4
Siri,Q1/2018,84304153.00,53540695.00,15903126.00,30756784.00,5356384.00,4914208.00,500955.00,442176.00,251998.00,0.02,-1762645.00,-1114533.00,2562548.00,-314630.00,8.65,4.54,26.61,4.70,8.26,1.74,3.91,1.94,0.16,15.06,0.38,0.42,875.66,229.03,1.59,14.83,24.61,852.65,2.74,2018Q1
Siri,Q2/2018,88137092.00,58030758.00,15903126.00,30101153.00,5698453.00,5074068.00,687694.00,624385.00,387468.00,0.03,-3843702.00,-794781.00,3868911.00,-769572.00,7.36,3.61,31.78,6.80,10.96,1.93,4.09,1.96,0.14,13.65,0.33,0.35,1054.33,219.04,1.67,12.52,29.15,1026.85,2.93,2018Q2
Siri,Q3/2018,91919129.00,62082235.00,15903126.00,29832253.00,6898577.00,6284561.00,685698.00,614016.00,363074.00,0.02,-4144799.00,-1729169.00,5525842.00,-348126.00,6.12,2.94,31.40,5.26,8.90,2.08,4.13,2.21,0.17,13.33,0.31,0.32,1129.36,89.70,4.07,12.21,29.90,1103.53,3.08,2018Q3
Siri,Q4/2018,95356736.11,64504344.70,15903125.72,30848334.90,9636673.46,8172090.38,1580911.98,1464583.09,1043437.71,0.07,-5807135.66,-2496262.89,9333001.96,1029603.42,6.67,3.58,27.55,10.83,15.20,2.09,9.45,2.43,0.22,14.06,0.31,0.37,979.20,188.47,1.94,11.47,31.82,949.32,3.09,2018Q4
Siri,Q1/2019,98753082.00,67786842.00,15903126.00,30962645.00,6656560.00,5928336.00,805861.00,728224.00,404770.00,0.03,-908391.00,-120990.00,1756261.00,726880.00,7.12,3.75,25.09,6.08,10.94,2.19,3.81,2.85,0.27,14.31,0.32,0.37,981.21,224.53,1.63,12.59,28.98,953.85,3.19,2019Q1
Siri,Q2/2019,107088041.00,77401579.00,15903126.00,29683549.00,4397563.00,3937531.00,544289.00,460032.00,285233.00,0.02,-6826841.00,-1066937.00,8805686.00,911908.00,7.01,3.35,32.32,6.49,10.46,2.61,2.90,2.39,0.24,10.57,0.28,0.32,1131.01,23.15,15.77,12.28,29.72,1117.05,3.61,2019Q2
Siri,Q3/2019,109408000.00,78914860.00,15903126.00,29794014.00,6182717.00,5316696.00,973141.00,866021.00,451005.00,0.03,-9332808.00,-480463.00,8592280.00,-1220991.00,7.33,3.50,24.23,7.29,14.01,2.65,3.07,2.63,0.14,9.45,0.27,0.29,1255.22,25.18,14.49,8.89,41.04,1228.68,3.67,2019Q3
Siri,Q4/2019,108336021.20,76461176.58,15903125.72,30943378.42,10095386.88,8316977.09,1938213.86,1778409.79,1251434.31,0.09,-7287433.78,-1112296.55,6702379.47,-1697350.86,7.74,3.76,22.98,12.40,17.62,2.47,5.85,2.64,0.16,11.72,0.27,0.30,1197.80,23.24,15.70,9.39,38.89,1174.62,3.50,2019Q4
Siri,Q1/2020,115199485.00,82122683.00,15903126.00,31984478.00,6834257.00,6590450.00,420057.00,243807.00,61892.00,0.00,-979497.00,-493362.00,2587660.00,1114801.00,6.51,3.13,15.73,0.91,3.57,2.57,1.21,2.63,0.17,10.22,0.26,0.30,1236.16,23.12,15.79,9.29,39.29,1212.65,3.60,2020Q1
SIRI,2019,108336021.20,76461176.58,15903125.72,30943378.42,27192334.88,23359648.09,4261504.86,3832686.79,2392442.31,0.17,-7287433.78,-1112296.55,6702379.47,-1697350.86,7.74,3.76,25.32,8.80,14.09,2.47,4.10,2.64,0.16,11.72,0.27,0.30,1197.80,23.24,15.70,9.39,38.89,1174.62,3.50,2019
SIRI,2018,95356736.11,64504344.70,15903125.72,30848334.90,27590087.46,24444927.38,3455258.98,3145160.09,2045977.71,0.14,-5807135.66,-2496262.89,9333001.96,1029603.42,6.67,3.58,29.21,7.42,11.40,2.09,5.52,2.43,0.22,14.06,0.31,0.37,979.20,188.47,1.94,11.47,31.82,949.32,3.09,2018
SIRI,2017,80149699.54,49671867.69,15903125.72,30507259.15,31799681.71,27788676.59,4266720.75,4011005.12,2824705.41,0.20,1936210.01,-4021107.56,1531295.35,-553602.19,9.64,5.25,31.00,8.88,12.61,1.63,9.77,1.78,0.13,15.78,0.42,0.46,790.84,188.88,1.93,14.65,24.92,767.85,2.63,2017
SIRI,2016,72774039.08,44678017.42,15285486.36,28095410.98,34395079.36,29455443.33,5197835.72,4939636.04,3380431.09,0.24,8511389.90,-2598758.63,-4825901.54,1086729.73,12.23,6.95,30.52,9.83,14.36,1.59,8.03,2.69,0.17,15.22,0.48,0.47,777.62,268.69,1.36,17.27,21.13,757.84,2.59,2016
SIRI,2015,69451023.08,42252573.23,15285486.36,27197610.06,38455254.04,32979567.68,5746449.76,5475686.36,3505920.71,0.25,9503432.66,-1255079.35,-8682779.41,-434426.09,13.48,7.68,29.34,9.12,14.24,1.55,7.52,2.96,0.14,15.78,0.54,0.48,755.43,558.67,0.65,15.45,23.63,732.45,2.55,2015
Spali,Q1/2015,39222275.00,20315039.00,1716553.00,18305057.00,5030605.00,3725905.00,1333561.00,1304700.00,903144.00,0.53,-278199.00,-53020.00,239680.00,-91539.00,27.88,17.37,36.19,17.95,25.94,1.11,20.44,3.71,0.06,50.14,0.57,0.38,950.83,3721.41,0.10,8.25,44.23,906.69,2.14,2015Q1
