Symbol,Period,Total Asset,TotalLiabilities('000 Baht),Paid-upCap('000 Baht),Equity('000 Baht),Revenue('000 Baht),Expenses('000 Baht),EBITDA('000 Baht),EBIT('000 Baht),Net Profit('000 Baht),EPS**(Baht),Operating Cash Flow('000 Baht),Investing Cash Flow('000 Baht),Financing Cash Flow('000 Baht),Net Cash Flow('000 Baht),Return onEquity+(%),Return onAsset+(%),Gross ProfitMargin(%),Net ProfitMargin(%),EBIT Margin(%),D/E(Times),Int. Coverage(Times),Current Ratio(Times),Quick Ratio(Times),FixedAssetTurnover+(Times),TotalAssetTurnover+(Times),Inventory Turnover+(Times),Average Sale Period+(Days),Accounts Receivable Turnover+(Times),Average Collection Period+(Days),Account Payable Turnover+(Times),Average Payment Period+(Days),Cash Cycle+(Days),Equity Multiplier,Period
Ever,Q4/2019,"9,893,343.54","7,309,085.18","3,884,784.55","2,473,245.49","536,494.17","621,117.15","-58,270.97","-84,622.98","-121,584.22",-0.03,"1,354,178.27","-49,463.32","-1,311,563.78","-6,848.83",14.06,6.58,16.16,-22.66,-15.77,2.96,-1.75,2.07,0.04,6.45,0.47,0.39,942.16,48.35,7.55,3.56,102.64,847.07,4.00,2019Q4
Ever,Q1/2020,"10,354,500.00","7,754,364.00","3,884,785.00","2,493,118.00","447,649.00","351,079.00","118,249.00","96,570.00","19,872.00",0.01,"-53,031.00","-13,527.00","126,914.00","60,356.00",-2.34,1.93,19.95,4.44,21.57,3.11,1.47,1.78,0.04,3.22,0.24,0.2,"1,866.16",19.26,18.95,1.39,262.84,"1,622.27",4.15,2020Q1
EVER,2019,"9,893,343.54","7,309,085.18","3,884,784.55","2,473,245.49","4,890,411.17","4,199,351.15","774,364.03","691,060.02","323,842.78",0.08,"1,354,178.27","-49,463.32","-1,311,563.78","-6,848.83",14.06,6.58,26.55,6.62,14.13,2.96,2.77,2.07,0.04,6.45,0.47,0.39,942.16,48.35,7.55,3.56,102.64,847.07,4.00,2019
EVER,2018,"11,118,218.65","8,861,223.35","3,884,784.55","2,132,627.91","1,147,973.49","1,315,322.55","-92,109.21","-167,349.06","-342,566.88",-0.09,"-1,822,889.68","-416,070.92","2,128,512.71","-110,447.89",-14.76,-1.72,21.85,-29.84,-14.58,4.16,-0.73,2.18,0.03,1.67,0.12,0.11,"3,385.29",14.01,26.05,0.88,417.13,"2,994.20",5.21,2018
EVER,2017,"8,312,446.36","5,670,354.91","3,884,784.55","2,509,605.25","725,438.63","943,074.07","-178,572.93","-217,635.44","-278,908.56",-0.07,"-1,817,214.37","-353,238.84","2,193,629.96","23,176.74",-10.53,-3.18,14.19,-38.45,-30,2.26,-1.92,3.15,0.11,1.04,0.11,0.12,"3,147.18",9.09,40.17,0.99,367.69,"2,819.66",3.31,2017
EVER,2016,"5,365,638.94","2,440,922.15","3,884,782.79","2,786,040.29","1,005,308.61","1,072,552.04","-26,284.64","-67,243.43","-94,924.64",-0.03,"-1,474,195.75","227,573.15","1,322,210.56","75,587.97",-3.67,-1.47,19.11,-9.44,-6.69,0.88,-1.89,3.17,0.17,1.4,0.22,0.23,"1,596.76",13.87,26.32,2.94,124.06,"1,499.01",1.93,2016
EVER,2015,"3,798,965.12","1,277,327.51","3,237,322.61","2,388,321.27","777,994.82","826,946.10","-28,170.14","-48,951.28","-96,243.57",-0.03,"-111,833.95","-396,769.75","250,805.49","-257,798.22",-3.95,-1.39,28.17,-12.37,-6.29,0.53,-1.35,2.91,0.13,1.61,0.22,0.23,"1,614.71",24.52,14.89,3.99,91.57,"1,538.03",1.59,2015
Gland,Q1/2015,"19,243,194.00","8,680,873.00","5,529,216.00","9,594,766.00","1,101,135.00","608,847.00","497,385.00","492,288.00","275,181.00",0.05,"516,133.00","-201,064.00","-582,760.00","-267,691.00",12.88,10.82,43.26,24.99,44.71,0.9,6.61,1.15,0.28,16.61,0.28,0.65,561.09,36.75,9.93,2.67,136.7,434.32,2.01,2015Q1
Gland,Q2/2015,"19,721,568.00","9,112,132.00","5,529,216.00","9,649,302.00","715,194.00","455,374.00","265,694.00","259,820.00","108,503.00",0.02,"716,498.00","-375,165.00","-131,282.00","210,051.00",11.87,9.89,46.54,15.17,36.33,0.94,3.35,1.44,0.48,15.08,0.25,0.65,559.73,33.79,10.8,2.53,144.33,426.2,2.04,2015Q2
Gland,Q3/2015,"19,388,520.00","8,775,569.00","5,874,519.00","9,598,635.00","1,059,415.00","609,010.00","456,415.00","450,405.00","242,077.00",0.04,"1,463,182.00","-1,078,093.00","-864,185.00","-479,096.00",11.5,9.72,52.58,22.85,42.51,0.91,6.21,1.09,0.24,14.11,0.24,0.67,544.22,27.49,13.28,1.97,185.05,372.45,2.02,2015Q3
Gland,Q4/2015,"24,431,922.13","12,961,415.95","5,874,518.88","10,706,581.81","2,284,332.62","694,752.09","1,594,370.92","1,589,580.53","1,106,619.14",0.19,"2,220,644.16","-5,227,488.27","2,686,301.38","-320,542.73",18.84,13.22,54.77,48.44,69.59,1.21,15.6,0.63,0.19,16.11,0.24,0.72,508.25,26.38,13.84,1.77,206.12,315.96,2.28,2015Q4
Gland,Q1/2016,"24,505,792.00","12,753,894.00","5,874,519.00","10,934,834.00","973,908.00","501,796.00","477,833.00","472,112.00","227,934.00",0.04,"575,036.00","-402,102.00","-374,397.00","-201,463.00",16.42,12.67,56.26,23.4,48.48,1.17,4.38,0.57,0.17,10.15,0.23,0.78,469.08,20.22,18.05,1.88,193.93,293.2,2.24,2016Q1
Gland,Q2/2016,"24,830,111.00","14,104,336.00","5,874,519.00","9,903,697.00","776,742.00","453,858.00","328,495.00","322,884.00","110,180.00",0.02,"715,671.00","-791,925.00","-16,263.00","-92,517.00",17.25,12.73,51.64,14.18,41.57,1.42,2.87,0.43,0.15,10.19,0.23,0.85,430.57,19.6,18.62,2.03,179.61,269.58,2.51,2016Q2
Gland,Q3/2016,"25,699,500.00","14,780,975.00","5,908,929.00","10,263,911.00","900,695.00","264,772.00","645,715.00","635,923.00","359,699.00",0.06,"945,118.00","-1,385,057.00","402,021.00","-37,918.00",18.17,13.4,66.9,39.94,70.6,1.44,4.9,0.4,0.15,9.89,0.22,0.78,469.79,16.46,22.17,1.43,254.63,237.33,2.50,2016Q3
Gland,Q4/2016,"26,397,868.37","15,075,824.67","5,908,928.63","10,677,601.15","952,244.83","295,926.47","660,888.96","656,318.36","414,400.78",0.07,"1,400,843.87","-1,978,470.20","239,705.51","-337,920.83",10.4,8.21,63.86,43.52,68.92,1.41,4.54,0.27,0.09,7.33,0.14,0.71,516.59,11.93,30.6,0.9,406.05,141.14,2.47,2016Q4
Gland,Q1/2017,"26,698,470.00","15,302,433.00","5,908,929.00","10,741,886.00","456,873.00","212,910.00","248,390.00","243,963.00","63,767.00",0.01,"82,461.00","-61,876.00","172,659.00","193,244.00",8.75,7.26,63.91,13.96,53.4,1.42,1.59,0.29,0.12,6.27,0.12,0.6,605.63,8.55,42.69,0.69,530.99,117.33,2.49,2017Q1
Gland,Q2/2017,"28,122,857.00","16,959,175.00","5,908,929.00","10,497,980.00","826,963.00","254,135.00","577,103.00","572,828.00","305,019.00",0.05,"5,373,003.00","-857,492.00","-4,383,643.00","131,868.00",11.2,7.97,61.32,36.88,69.27,1.62,4.93,0.37,0.11,6.39,0.12,0.51,721.38,9,40.54,0.57,645.83,116.09,2.68,2017Q2
Gland,Q3/2017,"28,240,080.00","17,004,917.00","5,951,449.00","10,558,865.00","410,653.00","228,433.00","186,478.00","182,220.00","60,793.00",0.01,"5,321,344.00","-935,490.00","-4,243,146.00","142,708.00",8.11,6.14,66.9,14.8,44.37,1.61,1.73,0.46,0.15,5.3,0.1,0.48,765.58,7.29,50.1,0.51,722.68,93,2.67,2017Q3
Gland,Q4/2017,"29,056,430.16","17,157,208.79","5,951,449.05","11,199,907.79","1,218,354.86","317,387.37","904,932.56","900,967.49","640,308.62",0.11,"5,343,686.64","-946,279.10","-4,275,716.37","121,691.17",9.78,6.85,57.72,52.56,73.95,1.53,10.06,0.62,0.19,5.82,0.1,0.48,758.28,5.77,63.21,0.41,888.3,-66.81,2.59,2017Q4
Gland,Q1/2018,"29,223,295.00","17,234,996.00","5,951,449.00","11,272,729.00","472,214.00","259,777.00","219,436.00","212,437.00","72,821.00",0.01,"27,283.00","-142,129.00","108,731.00","-6,115.00",9.8,6.68,63.76,15.42,44.99,1.53,2.44,0.59,0.19,5.82,0.1,0.49,747.04,4.98,73.33,0.4,912.15,-91.78,2.59,2018Q1
Gland,Q2/2018,"29,711,830.00","17,733,640.00","5,951,449.00","11,247,981.00","446,982.00","287,633.00","165,981.00","159,349.00","22,011.00",0,"43,981.00","-176,668.00","563,359.00","430,672.00",7.32,5.03,57.72,4.92,35.65,1.58,1.69,0.79,0.35,5.07,0.09,0.5,729.01,6,60.85,0.41,886.14,-96.29,2.64,2018Q2
Gland,Q3/2018,"29,193,673.00","17,065,405.00","6,499,830.00","11,380,062.00","553,244.00","259,174.00","300,583.00","294,070.00","132,081.00",0.02,"-87,160.00","-190,604.00","20,631.00","-257,133.00",7.91,5.46,63.86,23.87,53.15,1.5,3.26,0.69,0.19,5.48,0.09,0.52,697.01,5.24,69.68,0.44,829.11,-62.42,2.57,2018Q3
Gland,Q4/2018,"29,263,229.99","16,903,428.23","6,499,829.66","11,585,702.61","596,736.76","156,713.23","434,120.18","440,023.53","205,640.87",0.03,"59,962.90","-198,271.68","-177,087.47","-315,396.26",3.8,3.79,82.08,34.46,73.74,1.46,4.12,0.68,0.17,4.12,0.07,0.46,791.25,5.58,65.37,0.37,997.28,-140.66,2.53,2018Q4
Gland,Q1/2019,"29,302,731.00","16,754,958.00","6,499,830.00","11,752,426.00","508,247.00","181,975.00","331,380.00","326,272.00","166,723.00",0.03,"210,165.00","13,484.00","-225,967.00","-2,318.00",4.57,4.17,66.88,32.8,64.2,1.43,3.52,0.68,0.17,4.2,0.07,0.47,779.82,5.19,70.3,0.36,"1,018.86",-168.74,2.49,2019Q1
Gland,Q2/2019,"29,361,025.00","16,649,866.00","6,499,830.00","11,900,491.00","502,648.00","205,618.00","297,743.00","297,030.00","148,065.00",0.02,"222,564.00","57,315.00","-294,638.00","-14,759.00",5.64,4.6,69.59,29.46,59.09,1.4,3.34,0.64,0.08,4.33,0.07,0.42,874.17,8.09,45.12,0.44,827.49,91.8,2.47,2019Q2
Gland,Q3/2019,"29,318,551.00","16,550,176.00","6,499,830.00","11,952,538.00","440,775.00","197,185.00","246,133.00","243,590.00","117,398.00",0.02,"90,958.00","88,405.00","-227,886.00","-48,523.00",4.91,4.13,67.72,26.63,55.26,1.38,3.82,0.55,0.06,3.93,0.07,0.39,932.57,7.1,51.37,0.46,802.01,181.94,2.45,2019Q3
Gland,Q4/2019,"29,692,498.19","15,978,574.62","6,499,829.66","12,839,548.09","1,353,724.45","94,527.81","1,265,560.85","1,259,196.64","887,010.47",0.13,"403,987.06","34,735.45","-565,857.08","-127,134.57",10.27,6.88,93.22,65.52,93.02,1.24,18.09,0.39,0.03,5.48,0.09,0.37,981.56,8.25,44.24,0.46,793.45,232.35,2.31,2019Q4
Gland,Q1/2020,"28,842,124.00","14,831,283.00","6,499,830.00","13,117,416.00","679,685.00","261,922.00","420,433.00","417,763.00","277,835.00",0.04,"350,631.00","943,959.00","-1,315,118.00","-20,528.00",10.98,7.29,77.55,40.88,61.46,1.13,7.03,0.5,0.1,5.82,0.1,0.35,"1,042.30",5.93,61.57,0.39,932.42,171.45,2.20,2020Q1
GLAND,2019,"29,692,498.19","15,978,574.62","6,499,829.66","12,839,548.09","2,704,043.45","677,170.81","2,041,600.85","2,026,872.64","1,253,845.47",0.19,"403,987.06","34,735.45","-565,857.08","-127,134.57",10.27,6.88,77.04,46.37,74.96,1.24,7.21,0.39,0.03,5.48,0.09,0.37,981.56,8.25,44.24,0.46,793.45,232.35,2.31,2019
GLAND,2018,"29,263,229.99","16,903,428.23","6,499,829.66","11,585,702.61","2,059,397.76","953,518.23","1,120,120.18","1,105,879.53","432,553.87",0.07,"59,962.90","-198,271.68","-177,087.47","-315,396.26",3.8,3.79,67.11,21,53.7,1.46,2.92,0.68,0.17,4.12,0.07,0.46,791.25,5.58,65.37,0.37,997.28,-140.66,2.53,2018
GLAND,2017,"29,056,430.16","17,157,208.79","5,951,449.05","11,199,907.79","2,855,360.86","955,382.37","1,916,903.56","1,899,978.49","1,069,887.62",0.18,"5,343,686.64","-946,279.10","-4,275,716.37","121,691.17",9.78,6.85,62.43,37.47,66.54,1.53,4.09,0.62,0.19,5.82,0.1,0.48,758.28,5.77,63.21,0.41,888.3,-66.81,2.59,2017
GLAND,2016,"26,397,868.37","15,075,824.67","5,908,928.63","10,677,601.15","3,603,589.83","1,516,352.47","2,112,931.96","2,087,237.36","1,112,213.78",0.19,"1,400,843.87","-1,978,470.20","239,705.51","-337,920.83",10.4,8.21,58.56,30.86,57.92,1.41,4.22,0.27,0.09,7.33,0.14,0.71,516.59,11.93,30.6,0.9,406.05,141.14,2.47,2016
GLAND,2015,"24,431,922.13","12,961,415.95","5,874,518.88","10,706,581.81","5,160,076.62","2,367,983.09","2,813,864.92","2,792,093.53","1,732,380.14",0.3,"2,220,644.16","-5,227,488.27","2,686,301.38","-320,542.73",18.84,13.22,52.21,33.57,54.11,1.21,8.56,0.63,0.19,16.11,0.24,0.72,508.25,26.38,13.84,1.77,206.12,315.96,2.28,2015
Gold,Q1/2015,"21,335,887.00","13,901,792.00","16,380,190.00","7,695,374.00","1,656,526.00","1,460,210.00","267,921.00","196,316.00","99,921.00",0.06,"396,769.00","-224,884.00","-161,308.00","10,577.00",5.02,3.77,30.39,6.03,11.85,1.81,2.62,2.02,0.05,3.04,0.31,0.5,726.1,48.49,7.53,12.17,30,703.63,2.77,2015Q1
Gold,Q2/2015,"21,063,470.00","13,561,913.00","16,380,190.00","7,767,087.00","2,019,851.00","1,856,024.00","235,278.00","163,827.00","71,713.00",0.04,"1,388,573.00","-533,102.00","-789,691.00","65,780.00",1.79,2.75,28.47,3.55,8.11,1.75,2.46,1.62,0.05,3.49,0.38,0.64,573.05,59.62,6.12,8.16,44.71,534.46,2.71,2015Q2
Gold,Q3/2015,"21,584,503.00","13,865,583.00","7,780,590.00","7,988,228.00","2,024,193.00","1,790,023.00","308,146.00","234,170.00","133,519.00",0.08,"2,073,717.00","-1,177,353.00","-849,950.00","46,414.00",3.78,3.76,33.06,6.6,11.57,1.74,3.26,1.41,0.04,4.09,0.43,0.69,531.3,77.93,4.68,6.44,56.69,479.3,2.70,2015Q3
Gold,Q4/2015,"22,114,165.00","14,190,669.00","7,780,590.00","8,196,392.00","2,911,581.00","2,524,048.00","458,554.00","387,533.00","290,422.00",0.17,"2,933,742.00","-1,841,920.00","-1,018,990.00","72,832.00",8.38,4.89,35.93,9.97,13.31,1.73,5.85,1.37,0.04,4.49,0.4,0.52,701.17,87.98,4.15,7.08,51.56,653.76,2.70,2015Q4
Gold,Q1/2016,"27,991,846.00","14,770,723.00","11,037,670.00","13,369,110.00","2,413,057.00","2,116,036.00","361,325.00","297,021.00","201,385.00",0.09,"6,866,506.00","-2,483,665.00","-1,145,732.00","3,237,109.00",7.24,4.71,35.07,8.35,12.31,1.1,6.95,3.49,0.88,4.86,0.38,0.56,651.56,77.14,4.73,5.48,66.58,589.72,2.09,2016Q1
Gold,Q2/2016,"26,370,104.00","13,035,242.00","11,037,670.00","13,612,314.00","2,892,997.00","2,419,329.00","576,910.00","473,668.00","359,386.00",0.15,"6,476,596.00","-2,911,055.00","-2,896,224.00","669,317.00",9.83,6.2,34.72,12.42,16.37,0.96,21.34,4.66,0.36,4.91,0.43,0.59,615.69,108.89,3.35,6.12,59.68,559.36,1.94,2016Q2
Gold,Q3/2016,"27,123,646.00","13,414,750.00","11,037,670.00","13,989,023.00","2,896,102.00","2,468,303.00","557,376.00","427,799.00","376,709.00",0.16,"5,962,010.00","-3,212,936.00","-2,412,956.00","336,118.00",11.17,6.51,33.8,13.01,14.77,0.96,17.07,4.17,0.21,5.13,0.46,0.62,586.43,110.83,3.29,5.95,61.36,528.36,1.94,2016Q3
Gold,Q4/2016,"28,823,649.00","15,009,814.00","11,037,670.00","14,096,343.00","2,985,125.00","2,805,278.00","321,329.00","179,847.00","108,817.00",0.05,"4,549,323.00","-3,312,279.00","-875,502.00","361,542.00",9.39,5.41,31.49,3.65,6.02,1.06,5.61,4.6,0.21,4.89,0.44,0.6,610.89,121.82,3,6.07,60.11,553.78,2.04,2016Q4
Gold,Q1/2017,"29,158,016.00","15,041,171.00","11,037,670.00","14,401,204.00","2,616,076.00","2,219,296.00","521,870.00","396,780.00","304,861.00",0.13,"101,516.00","-326,546.00","219,956.00","-5,074.00",8.28,5.17,33.04,11.65,15.17,1.04,10.18,4.44,0.2,4.99,0.4,0.61,596.6,104.07,3.51,5.11,71.38,528.73,2.02,2017Q1
Gold,Q2/2017,"30,041,884.00","16,168,439.00","11,037,670.00","14,160,956.00","3,184,622.00","2,720,230.00","596,448.00","464,392.00","294,207.00",0.13,"-147,378.00","-348,457.00","747,467.00","251,632.00",7.81,5.21,30.1,9.24,14.58,1.14,10.33,4.42,0.26,4.9,0.41,0.6,603.71,156.94,2.33,6.49,56.23,549.81,2.12,2017Q2
Gold,Q3/2017,"30,804,670.00","16,440,929.00","11,037,670.00","14,653,250.00","3,175,091.87","2,683,374.78","621,700.95","491,717.08","368,577.61",0.16,"889,770.67","-643,364.72","173,205.46","419,611.41",9.26,5.86,31.85,11.61,15.49,1.12,10.71,5.1,0.3,4.82,0.4,0.52,701.56,175,2.09,5.61,65.07,638.58,2.10,2017Q3
Gold,Q4/2017,"32,533,494.00","17,556,404.00","11,037,670.00","15,269,959.00","4,209,854.00","3,429,982.00","905,294.00","779,872.00","616,709.00",0.27,"-971,353.00","-205,603.00","1,320,687.00","143,731.00",11.2,6.88,32.27,14.65,18.52,1.15,45.03,4.15,0.18,5.42,0.42,0.52,698.91,184.39,1.98,4.98,73.23,627.66,2.13,2017Q4
Gold,Q1/2018,"34,856,179.00","19,996,256.00","11,037,670.00","15,154,291.00","3,581,686.00","2,962,967.00","742,213.00","618,719.00","465,262.00",0.2,"-1,655,616.00","-150,716.00","1,867,884.00","61,552.00",11.98,6.82,33.6,12.99,17.27,1.32,42.21,4.17,0.17,5.66,0.4,0.48,761.43,210.63,1.73,5.23,69.81,693.36,2.30,2018Q1
Gold,Q2/2018,"36,595,567.00","21,235,649.00","11,037,670.00","15,657,374.00","3,766,459.00","3,113,440.00","779,194.00","653,019.00","503,083.00",0.22,"-2,095,278.00","-369,001.00","2,723,923.00","259,644.00",12.48,6.95,33.4,13.36,17.34,1.36,38.41,3.69,0.17,5.96,0.4,0.47,784.62,211.16,1.73,4.73,77.1,709.24,2.34,2018Q2
Gold,Q3/2018,"39,201,658.00","23,311,962.00","11,037,670.00","16,187,992.00","4,313,296.00","3,624,352.00","814,021.00","688,944.00","524,560.00",0.23,"-3,660,895.00","-357,663.00","4,310,962.00","292,404.00",13.68,7.83,32.72,12.16,15.97,1.44,36.79,3.2,0.14,6.35,0.45,0.54,680.01,251.96,1.45,5.72,63.77,617.69,2.42,2018Q3
Gold,Q4/2018,"42,623,824.00","26,277,634.00","11,037,670.00","16,647,055.00","4,260,827.00","3,657,486.00","732,882.00","603,341.00","459,063.00",0.2,"-5,900,382.00","-362,951.00","6,678,992.00","415,659.00",12.23,6.82,30.36,10.77,14.16,1.58,29.6,2.64,0.11,6.38,0.42,0.48,762.13,246.86,1.48,4.62,79.03,684.58,2.56,2018Q4
Gold,Q1/2019,"43,959,934.00","28,025,914.00","11,037,670.00","16,235,903.00","4,900,230.00","4,086,142.00","942,108.00","814,088.00","657,761.00",0.28,"-623,168.00","63,274.00","850,646.00","290,752.00",13.66,7,31.76,13.42,16.61,1.73,37.91,2.47,0.12,6.98,0.44,0.48,752.98,253.61,1.44,5.38,67.88,686.54,2.71,2019Q1
Gold,Q2/2019,"45,713,126.00","29,254,105.00","11,037,670.00","16,763,988.00","3,897,968.00","3,206,134.00","821,575.00","691,834.00","528,085.00",0.23,"-2,198,955.00","59,077.00","2,098,109.00","-41,769.00",13.38,6.8,35,13.55,17.75,1.75,33.85,2.26,0.09,7.06,0.42,0.46,791.32,180.49,2.02,5.16,70.7,722.65,2.73,2019Q2
Gold,Q3/2019,"47,198,099.00","30,207,104.00","11,037,670.00","17,299,077.00","4,308,097.00","3,571,042.00","885,011.00","737,055.00","544,987.00",0.23,"-2,327,808.00","-20,968.00","2,555,277.00","206,501.00",13.08,6.59,35.16,12.65,17.11,1.75,28.39,2.09,0.09,6.93,0.4,0.42,875.38,358.21,1.02,4.54,80.39,796.02,2.73,2019Q3
Gold,Q4/2019,"50,377,887.00","33,025,459.00","11,037,670.00","17,662,176.00","3,962,114.00","3,456,219.00","641,736.00","505,895.00","363,099.00",0.16,"-6,010,704.00",-586,"5,602,515.00","-408,775.00",12.21,5.91,32.34,9.16,12.77,1.87,19.37,2.35,0.05,6.83,0.37,0.36,"1,008.71",285.29,1.28,4.21,86.77,923.22,2.85,2019Q4
Gold,Q1/2020,"52,953,368.00","36,365,039.00","11,037,670.00","16,902,086.00","3,946,311.00","3,456,008.00","626,192.00","490,303.00","355,297.00",0.15,"69,584.00","33,237.00","2,505,854.00","2,608,675.00",10.81,5,30.24,9,12.42,2.15,15,2.26,0.19,6.51,0.33,0.34,"1,080.77",239.63,1.52,4.41,82.85,999.45,3.13,2020Q1
GOLD,2019,"50,377,887.00","33,025,459.00","11,037,670.00","17,662,176.00","17,059,940.00","14,311,070.00","3,290,428.00","2,748,870.00","2,093,930.00",0.9,"-6,010,704.00",-586,"5,602,515.00","-408,775.00",12.21,5.91,33.41,12.27,16.11,1.87,29.25,2.35,0.05,6.83,0.37,0.36,"1,008.71",285.29,1.28,4.21,86.77,923.22,2.85,2019
GOLD,2018,"42,623,824.00","26,277,634.00","11,037,670.00","16,647,055.00","15,922,268.00","13,358,245.00","3,068,310.00","2,564,023.00","1,951,968.00",0.84,"-5,900,382.00","-362,951.00","6,678,992.00","415,659.00",12.23,6.82,32.45,12.26,16.1,1.58,36.23,2.64,0.11,6.38,0.42,0.48,762.13,246.86,1.48,4.62,79.03,684.58,2.56,2018
GOLD,2017,"32,533,494.00","17,556,404.00","11,037,670.00","15,269,959.00","13,631,594.00","11,392,605.00","2,750,124.00","2,238,989.00","1,710,423.00",0.74,"-971,353.00","-205,603.00","1,320,687.00","143,731.00",11.2,6.88,31.98,12.55,16.42,1.15,14.58,4.15,0.18,5.42,0.42,0.52,698.91,184.39,1.98,4.98,73.23,627.66,2.13,2017
GOLD,2016,"28,823,649.00","15,009,814.00","11,037,670.00","14,096,343.00","11,180,337.00","9,801,728.00","1,817,214.00","1,378,609.00","1,046,299.00",0.46,"4,549,323.00","-3,312,279.00","-875,502.00","361,542.00",9.39,5.41,33.69,9.36,12.33,1.06,11.29,4.6,0.21,4.89,0.44,0.6,610.89,121.82,3,6.07,60.11,553.78,2.04,2016
GOLD,2015,"22,114,165.00","14,190,669.00","7,780,590.00","8,196,392.00","8,615,387.00","7,554,936.00","1,348,504.00","1,060,451.00","661,472.00",0.4,"2,933,742.00","-1,841,920.00","-1,018,990.00","72,832.00",8.38,4.89,33.52,7.68,12.31,1.73,3.79,1.37,0.04,4.49,0.4,0.52,701.17,87.98,4.15,7.08,51.56,653.76,2.70,2015
Jsp,Q1/2015,"8,155,363.00","3,166,948.00","2,100,000.00","4,972,058.00","822,451.00","501,373.00","325,014.00","321,078.00","246,410.00",0.06,"-765,048.00","1,186,087.00","-1,025,331.00","-604,292.00",12.33,9.74,49.02,29.96,39.04,0.64,31.36,2.94,0.78,159.57,0.34,0.35,"1,053.14",0,0,5.74,63.56,989.57,1.64,2015Q1
Jsp,Q2/2015,"7,275,876.00","1,965,614.00","2,100,000.00","5,293,430.00","1,180,423.00","769,008.00","414,880.00","411,415.00","321,372.00",0.08,"-1,038,883.00","1,020,948.00","-1,735,763.00","-1,753,698.00",15.36,14.42,43.67,27.23,34.85,0.37,56.37,4.95,0.59,179.71,0.46,0.4,919.16,0,0,7.52,48.51,870.65,1.37,2015Q2
Jsp,Q3/2015,"7,603,445.00","2,480,000.00","2,100,000.00","5,106,650.00","669,366.00","472,761.00","200,404.00","196,605.00","149,211.00",0.04,"-1,557,270.00","1,074,641.00","-1,593,140.00","-2,075,769.00",21.98,14.84,42.05,22.29,29.37,0.49,32.37,3.66,0.08,101,0.47,0.38,956.07,942.1,0.39,5.48,66.61,889.85,1.49,2015Q3
Jsp,Q4/2015,"8,905,652.78","3,800,333.77","2,100,000.00","5,088,647.92","535,140.65","503,499.31","39,404.70","31,641.34","-15,057.02",0,"-2,693,785.90","967,087.94","-416,982.62","-2,143,680.59",13.72,10.65,42.56,-2.81,5.91,0.75,3.52,2.49,0.02,80.07,0.36,0.32,"1,125.23",659.46,0.55,3.84,94.95,"1,030.84",1.75,2015Q4
Jsp,Q1/2016,"10,350,364.00","5,187,120.00","2,100,000.00","5,146,200.00","539,282.00","448,083.00","108,044.00","91,199.00","57,552.00",0.01,"-1,230,369.00","-56,232.00","1,350,318.00","63,717.00",10.14,7.9,33.63,10.67,16.91,1.01,5.41,2.48,0.04,64.9,0.32,0.26,"1,389.97",555.92,0.66,3.14,116.28,"1,274.35",2.01,2016Q1
Jsp,Q2/2016,"11,461,457.00","6,190,316.00","2,100,000.00","5,252,851.00","663,671.00","430,737.00","253,869.00","232,934.00","148,651.00",0.04,"-1,853,774.00","280,291.00","2,368,242.00","794,759.00",6.45,5.9,37.49,22.4,35.1,1.18,11.51,1.96,0.18,55.11,0.26,0.2,"1,824.86",222.19,1.64,2.68,135.95,"1,690.56",2.18,2016Q2
Jsp,Q3/2016,"12,274,641.00","7,089,250.00","2,100,000.00","5,167,601.00","474,289.00","528,408.00","-25,919.00","-54,119.00","-85,249.00",-0.02,"-3,113,769.00","261,287.00","3,005,227.00","152,745.00",2.06,3.04,16.45,-17.97,-11.41,1.37,-1.56,1.7,0.04,47.91,0.22,0.17,"2,093.02",143.8,2.54,1.83,199.06,"1,896.49",2.38,2016Q3
Jsp,Q4/2016,"12,521,181.03","7,332,171.92","2,100,000.00","5,171,124.95","1,649,847.43","1,563,664.53","114,203.25","86,182.90","2,845.12",0,"-3,299,543.18","275,246.74","3,310,644.24","286,347.80",2.41,3.32,26.47,0.17,5.22,1.42,1.61,1.62,0.06,60.93,0.31,0.29,"1,258.54",309.29,1.18,2.01,182.01,"1,077.72",2.42,2016Q4
Jsp,Q1/2017,"12,531,440.00","7,294,225.00","2,100,000.00","5,219,217.00","1,043,607.00","927,038.00","142,283.00","116,569.00","48,092.00",0.01,"14,152.00","-46,784.00","-115,297.00","-147,929.00",2.21,3.34,30.91,4.61,11.17,1.4,3.72,1.72,0.04,64.56,0.33,0.31,"1,187.74",174.9,2.09,2.12,171.85,"1,017.98",2.40,2017Q1
Jsp,Q2/2017,"12,770,376.00","7,568,685.00","2,100,000.00","5,183,528.00","1,087,479.00","1,021,953.00","92,046.00","65,526.00","6,311.00",0,"-211,778.00","-5,777.00","310,785.00","93,230.00",-0.54,1.77,24.18,0.58,6.03,1.46,1.48,1.82,0.09,71.52,0.35,0.35,"1,033.64",106.45,3.43,2.66,137.16,899.91,2.46,2017Q2
Jsp,Q3/2017,"12,671,491.00","7,493,745.00","2,100,000.00","5,159,527.00","1,259,936.00","1,214,765.00","72,978.00","45,171.00","-24,001.00",-0.01,"41,975.00","-55,567.00","-18,396.00","-31,988.00",0.64,2.51,20.72,-1.9,3.59,1.45,0.84,1.85,0.07,103.19,0.4,0.38,953.75,163.21,2.24,2.6,140.12,815.86,2.46,2017Q3
